name,user rating,user review,is_valid,negative,neutral,positive,compound
The Trial of the Chicago 7,4.0,"I was expecting to be bored out of my mind but this was honestly really engaging from start to near-finish. Top notch editing and the direction isn't nearly as bad as everyone on here is saying. Rylance steals the show amidst the excellent stacked cast. I think a couple of Sorkin's lines are too Sorkin-y for their own good, and it ends on an extremely bizarre and out-of-nowhere note, but overall, a highly enjoyable film.",True,0.093,0.643,0.264,0.9602
Paddington 2,5.0,"I was gonna give it a 9/10 but that last shot before the credits...fuck it 10/10. It may not be the single greatest movie ever made, but I can think of nothing else that deserves the title of 'best-reviewed film of all time' more than this.",True,0.0,0.886,0.114,0.7783
Sherlock Jr.,4.0,"I was like 'Yeah this is fine I suppose' at first, and then the climax ended up being one of the most insane things I've ever witnessed. This guy's very good at pool!",True,0.073,0.683,0.244,0.7177
Coco,4.0,I was so close to getting through this Pixar marathon without crying once. SO CLOSE. Fuck this movie. It's too amazing.,True,0.155,0.624,0.22,0.2214
Magnolia,4.5,I was told 'You'll never in a million years guess how this movie ends' but actually it was very easy to predict,True,0.0,0.83,0.17,0.6474
Miranda Sings Live… Your Welcome,0.5,"i watched this against my will
How was anyone surprised about her being a groomer???",True,0.0,0.852,0.148,0.3485
Digital Video Editing with Adobe Premiere Pro: The Real-World Guide to Set Up and Workflow,4.0,I watched this for the title and it did not disappoint,True,0.0,0.816,0.184,0.3089
Onward,2.0,"I wish I could say that this is funnier and has a more coherent story than the average D&D session, but...
...at least the ending was good?",True,0.0,0.761,0.239,0.7615
Encanto,4.5,I wish I could send this film back in time so 10-year-old me could see it. He really needed it.,True,0.0,0.876,0.124,0.4019
Hercules,4.5,"I...like this more than Hunchback. I can't believe it either. It's just such a witty, energetic screwball comedy with an amazingly expressive animation style and a story structure that takes full advantage of the fact that it's a musical. Every song is a banger as well. I guess it's tonally inconsistent at times, but really, who cares when the characters are incredible and the story, while basic, is really heartfelt and compelling? I could go on but I'll save it for the video. Bottom line is, this movie slaps.",True,0.011,0.766,0.224,0.9694
Saludos Amigos,3.0,"I'd honestly love to see a modern interpretation of this half-documentary, half-animated short collection style of film, made by people who actually come from the culture that's being adapted. It'd be pretty cool without the blatant commodification of South American culture by U.S. businessmen.
Fun animated segments and a nice breezy watch at only 42 minutes.",True,0.0,0.727,0.273,0.9571
Persepolis,4.0,"Idc if you hate reading, you GOTTA check out the original graphic novel if you love this film",True,0.14,0.528,0.332,0.6249
Everything Everywhere All at Once,4.5,If Banshees of Inisherin was in the hot dog finger universe then Padriac and Colm could've just eaten mustard out of each other's fingers and been ok,True,0.0,0.922,0.078,0.296
Ponyo,4.0,If I made my Ghibli ranking today this would be like 7 spots higher or something,True,0.0,0.857,0.143,0.3612
Bolt,2.5,If the main character was voiced by Adam West it would've been good,True,0.0,0.805,0.195,0.4404
Lake Michigan Monster,4.5,"If the movies Hollywood put out had even an ounce of this film's creativity, the film industry would be in a pretty good state. Drop whatever you're doing right now and watch this.",True,0.053,0.729,0.219,0.765
Anna and the Apocalypse,3.0,If there was a version of this movie that's gone through like 5 more script revisions it would be one of my all-time favorites,True,0.0,0.806,0.194,0.6486
The Witches of Eastwick,4.5,If this came out today most of the top reviews would just be 'do they need a fifth',True,0.0,0.892,0.108,0.2648
Uncut Gems,5.0,If this was set in 2025 the bejeweled Furbys would've been Labubus. Glad we don't live in that timeline,True,0.0,0.857,0.143,0.4588
Star Wars: The Clone Wars,2.0,"If you have any attachment to Ahsoka's character whatsoever, don't rewatch this movie.",True,0.0,0.845,0.155,0.296
The Madagascar Penguins in a Christmas Caper,4.0,If you thought I wasn't gonna end Christmas off by watching the best DreamWorks film then you're solely mistaken,True,0.105,0.717,0.177,0.4019
Once,3.0,"I'm definitely missing something here cause this didn't work very well for me at all. It leaves a terrible first impression with the cinematography at the beginning, but that aspect improves as the film goes along (even if the flat lighting doesn't). The bigger issue for me is how the script feels entirely barebones, rendering the story and romance very basic and unengaging. I don't feel a particularly strong connection between the main characters and I don't feel like I know them well at all.
The movie's saving grace is definitely the music; every song sequence is genuinely magical and it elevates the entire package. I wish I could just fall in love with this film; it's impressive for a low-budget picture and I'll probably be listening to the songs again. I'll probably give the Broadway musical a try; hopefully without the budget-related issues this film is unfortunately afflicted with, and hopefully with a better script, I'll get into it a lot more.",True,0.068,0.685,0.247,0.9914
Home,2.5,"I'm impressed, this wasn't terrible!
It also wasn't good!",True,0.164,0.41,0.426,0.5903
Shrek,3.5,"I'm in the process of going through every Best Animated Feature winner for an upcoming video. Might as well review them yo
So Shrek is really good. The cast is pitch-perfect and their line deliveries add so much to their characters. Very mature love story with great humor, though a little dull at some points. Pales in comparison to Shrek 2 but still a great movie in its own right",True,0.02,0.707,0.273,0.9611
High School Musical 3: Senior Year,3.0,"I'm losing my fucking mind because during The Boys Are Back, Chad sings 'Just like a showdown, Will Smith and Bobby De Niro'. As far as I know, the only film Will Smith Robert and De Niro have both appeared in is Shark Tale, where their characters (Oscar and Don Lino, respectively) have a showdown.
High School Musical made an explicit reference to Shark Tale.
Amazing.",True,0.035,0.846,0.119,0.7269
The Nightmare Before Christmas,3.5,"I'm not sure why they hired a different voice actor for Jack's speaking voice when he has like 5 spoken lines
Anyway yeah good movie, visually stunning if a bit slight on story. Songs are aight",True,0.045,0.718,0.236,0.8041
Bo Burnham: Inside,5.0,I'm pretty new to Bo Burnham's work but the fact that he managed to treat me to a captivating rock opera odyssey without ever leaving his room is just...beyond incredible. I'm speechless,True,0.0,0.842,0.158,0.6858
Grave of the Fireflies,4.5,I'm struggling to think of any other movie that eviscerated my heart quite like this one.,True,0.123,0.57,0.307,0.6361
Emilia Pérez,1.5,"Impressive! A musical with zero (0) good songs!
If Selena Gomez gets nominated for an Oscar for this performance I am keying the Academy's cars",True,0.0,0.772,0.228,0.7772
The Rocky Horror Picture Show,5.0,"In middle school I assumed everybody loved this movie because it was so bad it's good.
Now I realize that everybody loves it because it's just kind of a perfect movie. Like, name a single thing you would change about it. You can't.
Someone showed up to our midnight screening dressed as the Lorax",True,0.065,0.691,0.244,0.9095
Cars,2.5,In my junior year of high school we had to watch this movie in health class and write a paper on Lightning McQueen's character growth and how he forms healthy relationships with the people around him over the course of the movie. So that was fun,True,0.0,0.829,0.171,0.8344
The War with Grandpa,1.5,"In the course of his brilliant career, Robert De Niro has teamed with Tim Hill to bring us a wide range of uniquely complicated villains. His latest performance in 'The War With Grandpa' delivers a different type of evil, not of a mobster or a psychotic loner, but of a grandpa consumed by greed and his lust for power. Mr. De Niro, in an Oscar-winning...uh, Oscar-worthy performance, gives us a reminder of the heart of darkness within our ancestral blood. Congratulations to an acting legend.",True,0.134,0.735,0.131,0.5719
Fantastic Four: Rise of the Silver Surfer,2.5,"In Victor's defense, it is really tough deciding between preventing the apocalypse and getting a cool surfboard",True,0.147,0.66,0.193,0.228
