name,user rating,user review
She’s the Man,3,"I like how Olivia doesn't even consider the fact that she could be bi, just 'Oh yep I'm gonna date this guy I don't know at all because I fell in love with his sister who was impersonating him' like ??????????????????"
Opera,3.5,I like how that little girl just lived in that vent
Edward Scissorhands,4.5,I like how the climax was the same as Beauty and the Beast a year before Beauty and the Beast came out
Amistad,3,I like the part where the movie reaches a natural climax and then it keeps going for 45 more minutes
Return of the Jedi,4.5,"I like this one better than A New Hope! Phenomenal sets and creatures, the best action of the trilogy, incredibly strong emotion. The fact that Luke doesn't give up on redeeming Vader, even when Obi-Wan and Yoda tell him Anakin is long gone, is immensely powerful.
The Ewoks are hilarious and I don't have much to complain about with them. Jabba slays me with all of his wacky line deliveries. Overall, the humor in this film works surprisingly well, to the point where it might be the funniest Star Wars film.
For a pretty flatly-written character at the time, Ian McDiarmid absolutely kills it as Palpatine. He manages to embody the ultimate evil in the galaxy while also bringing a fair share of humor to the table. There is something so hilariously petty about him smugly telling Luke 'I'm afraid the deflector shield will be quite operational when your friends arrive. ¯\_(ツ)_/¯' He's one of the great cinematic villains, and while the prequels did most of the heavy lifting to get him there, this movie is still a pretty vital piece of the puzzle.
Exciting, emotional, epic, and above all, fun, Return of the Jedi is undoubtably one of the best Star Wars films ever made."
Madagascar 3: Europe’s Most Wanted,2,I like to move it move it out of the theater after the first 20 minutes are over cause wow the movie goes downhill hard
RoboCop,4,I like when the robot fell down the stairs
Titanic,4.5,"I liked how during every nighttime scene you could actually see everything that was happening onscreen, more movies should do that"
Kimi,3,"I liked it when she was in the apartment, after that ehhhhhhhhh. Congrats to this movie for being the first one to use dutch angles correctly though!"
At Land,4,I liked the guy with the mustache
Inside Out 2,,I liked the part where Disgust used the Perceive ability from Apollo Justice
The Wedding Singer,3,I liked the part where everybody clapped
Goosebumps 2: Haunted Halloween,2.5,I liked the parts where Jack Black
Spanglish,3,I liked the scenes where Adam Sandler was a chef because they reminded me of Jon Favreau's Chef (2014). If you know you know
Fantastic Four,2.5,I liked when Johnny got launched into the Whopper sign and turned it into a Flame Grilled Whopper™
Nausicaä of the Valley of the Wind,3.5,I liked when the big meatball man shot all the spaghetti tongued bugs
Not Just a Goof,4,I love da movies
My Neighbor Totoro,4.5,"I love how Totoro calls the cat bus for Satsuki and then he's like 'Alright, I ain't getting on that shit, my work here is done, peace'"
The Guardians of the Galaxy Holiday Special,4,I love these crazy idiots so much
Kakushigoto,4,"I love wacky slice-of-life anime, Charlie! I LOVE WACKY SLICE-OF-LIFE ANIMEEEEEEEEEEEEE"
Puss in Boots: The Last Wish,4.5,I made an unspeakable cut of this movie that the world is not ready for
Free Birds,5,I mean it
The Prince of Egypt,5,I mean this is basically the best animated film ever made
Becoming Jane,3,I mean...it's no Pride and Prejudice (2005) but then again what is
Top Gun,2.5,I might be the only person who's ever noticed this but this movie has gay undertones?????????
Despicable Me 3,2,I miss my homie Vector
Madagascar 3: Europe’s Most Wanted,3,I must be out of my GODDAMN MIND cause I kinda liked it this time
Terminator 2: Judgment Day,5,I must've said 'oh my God' at least 80 times while watching this. Holy shit now THIS is a fucking movie
Porky in Wackyland,3,I need to watch every Looney Tune and get caught up on the lore before I see that new one in theaters
Belle’s Magical World,1,I never want to see any of these characters again
A.I. Artificial Intelligence,4.5,I promise you will never in a million years guess where the plot of this movie goes
I Lost My Body,3.5,I really gotta hand it to this movie
Fargo,4,"I really, REALLY, wanted to punch William H. Macy's character in the face the whole movie"
Dreamgirls,3.5,I somehow didn't realize that was Beyonce until the end credits
Anora,4.5,I still have not recovered from the final shot of this film and I don't know if I ever will
Hundreds of Beavers,4.5,"I still remember getting invited to the Jim Thorpe Film Festival in 2023 and experiencing this comedic marvel with a huge crowd who laughed like crazy and loved every second. I distinctly remember thinking, 'God, the general public is gonna adore this as long as they actually get to see it.'
Nearly 2 years and 112,000 Letterboxd logs later, I couldn't be prouder of what Mike and Ryland have achieved. :)"
The Lion King 1½,3.5,I swear I've already watched this entire movie 3 times since Disney Plus launched
Star Wars: The Rise of Skywalker,1,I take back every mean thing I ever said about Attack of the Clones.
Cars 2,1,I take back every mean thing I ever said about Shrek the Third. And The Good Dinosaur. And Turbo. And MINIONS. Fuck you John Lasseter
Bratz: Rock Angelz,5,"I take my Letterboxd very seriously
Wendie Malick deserved an Oscar for this"
Sonic the Hedgehog 3,4,I think I speak for everyone when I say we needed more Wade Whipple 😡
Mike’s New Car,4.5,I think it's safe to say this is better than the entirety of Monsters University
The Meyerowitz Stories (New and Selected),4.5,"I think Noah Baumbach has become my favorite screenwriter; his movies capture the complexity and messiness of relationships so effortlessly, be they friendships, marriages, or in this case, parental bonds (or lack thereof). There's a whole lot of truth in this script and these performances, and the film choked me up on more than one occasion.
The first half of the film is basically flawless but the second half loses the snappy, nonstop compelling dialogue in favor of slower, less interesting shenanigans and a really awkwardly edited fight scene. Couldn't really decide when to end either, but overall, another excellent entry in Baumbach's amazing repertoire."
